"","","","","","","","","","","","Satisfaccion con su trabajo","","","Como describiria las relaciones en su lugar de trabajo","","Total de años trabajados","","","","",""
"50","No","Rara Vez Viaja","Investigación y Desarrollo","29","4","Ciencias de la Vida","569","2","Masculino","Gerente","3","Casado","15","2","80","28","27","2","10","15","7"
"30","No","No Viaja","Investigación y Desarrollo","2","3","Medicina","571","3","Femenino","Técnico de laboratorio","4","Soltero","14","3","80","12","11","2","7","6","7"
"60","No","Viaja Frecuentemente","Ventas","28","3","Marketing","573","3","Femenino"," Ejecutivo de Ventas","1","Casado","19","4","80","22","18","5","13","13","11"
"47","No","Rara Vez Viaja","Investigación y Desarrollo","2","2","Medicina","574","1","Femenino"," Director de Manufactura","4","Divorciado","13","3","80","20","5","2","0","0","4"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Ciencias de la Vida","575","1","Masculino","Director de Investigación","3","Casado","13","3","80","26","3","2","2","0","1"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","22","3","Ciencias de la Vida","577","4","Masculino","Técnico de laboratorio","3","Soltero","15","3","80","6","5","2","4","4","3"
"54","No","Rara Vez Viaja","Investigación y Desarrollo","8","4","Ciencias de la Vida","578","3","Femenino","Técnico de laboratorio","3","Soltero","11","3","80","19","1","3","0","0","0"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Ciencias de la Vida","579","4","Masculino"," Investigador Científico","3","Divorciado","12","3","80","14","7","3","3","5","7"
"46","No","Rara Vez Viaja","Ventas","10","3","Marketing","580","3","Femenino"," Ejecutivo de Ventas","4","Casado","19","3","80","15","3","3","2","1","2"
"31","No","Rara Vez Viaja","Investigación y Desarrollo","9","1","Ciencias de la Vida","581","3","Masculino"," Director de Manufactura","2","Divorciado","25","4","80","13","13","6","8","0","8"
"33","Sí","Rara Vez Viaja","Investigación y Desarrollo","15","1","Medicina","582","2","Masculino","Gerente","3","Casado","12","4","80","15","7","2","6","7","7"
"33","Sí","Rara Vez Viaja","Investigación y Desarrollo","10","1","Medicina","584","1","Masculino","Técnico de laboratorio","4","Divorciado","13","1","80","8","4","2","3","1","3"
"30","No","Rara Vez Viaja","Ventas","7","1","Marketing","585","4","Masculino","Ventas Representative","2","Soltero","14","1","80","4","3","3","2","1","2"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","16","3","Ciencias de la Vida","586","4","Masculino","Representante de Salud","3","Casado","12","3","80","10","8","2","7","0","0"
"31","Sí","Viaja Frecuentemente","Investigación y Desarrollo","20","3","Ciencias de la Vida","587","1","Masculino","Representante de Salud","3","Casado","12","1","80","12","1","2","0","0","0"
"34","Sí","Viaja Frecuentemente","Recursos Humanos","23","3","Recursos Humanos","590","2","Femenino","Recursos Humanos","1","Divorciado","15","3","80","11","3","2","2","0","2"
"42","No","Viaja Frecuentemente","Investigación y Desarrollo","5","2","Otro","591","2","Masculino","Técnico de laboratorio","3","Casado","17","4","80","8","2","4","2","2","0"
"36","No","No Viaja","Ventas","10","4","Medicina","592","2","Masculino"," Ejecutivo de Ventas","4","Soltero","14","4","80","10","10","3","3","9","7"
"22","Sí","Viaja Frecuentemente","Investigación y Desarrollo","4","1","Técnico","593","3","Masculino","Técnico de laboratorio","3","Soltero","16","3","80","4","2","3","2","1","2"
"48","No","Rara Vez Viaja","Ventas","2","5","Marketing","595","2","Femenino"," Ejecutivo de Ventas","4","Casado","14","1","80","14","9","2","7","6","7"
"55","No","Rara Vez Viaja","Ventas","18","5","Ciencias de la Vida","597","1","Femenino","Gerente","2","Soltero","23","4","80","37","10","2","9","7","7"
"41","No","No Viaja","Ventas","10","2","Ciencias de la Vida","599","4","Masculino"," Ejecutivo de Ventas","4","Soltero","14","4","80","16","14","3","3","1","10"
"35","No","Rara Vez Viaja","Ventas","1","3","Marketing","600","2","Masculino"," Ejecutivo de Ventas","3","Casado","11","3","80","15","11","2","9","6","9"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","6","3","Ciencias de la Vida","601","2","Femenino"," Director de Manufactura","3","Soltero","15","3","80","22","20","3","6","5","13"
"39","No","Viaja Frecuentemente","Investigación y Desarrollo","8","1","Ciencias de la Vida","602","3","Femenino","Técnico de laboratorio","3","Casado","11","1","80","8","8","3","3","0","7"
"31","No","Rara Vez Viaja","Ventas","2","1","Ciencias de la Vida","604","2","Masculino"," Ejecutivo de Ventas","4","Soltero","13","3","80","10","6","2","5","0","5"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","24","3","Medicina","605","4","Masculino"," Director de Manufactura","1","Casado","21","4","80","10","10","5","9","5","8"
"45","No","Rara Vez Viaja","Ventas","2","3","Otro","606","4","Masculino"," Ejecutivo de Ventas","2","Casado","19","2","80","9","8","3","7","3","7"
"26","Sí","Viaja Frecuentemente","Recursos Humanos","17","4","Ciencias de la Vida","608","2","Femenino","Recursos Humanos","3","Divorciado","11","2","80","8","7","2","7","1","0"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","19","3","Técnico","611","4","Masculino"," Director de Manufactura","4","Divorciado","12","2","80","8","3","2","2","1","2"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","1","5","Medicina","612","1","Femenino","Director de Investigación","3","Divorciado","19","3","80","10","6","2","1","0","5"
"31","No","Rara Vez Viaja","Ventas","7","3","Ciencias de la Vida","613","3","Masculino","Gerente","4","Divorciado","21","3","80","10","5","3","4","0","1"
"18","Sí","Viaja Frecuentemente","Ventas","5","3","Marketing","614","2","Masculino","Ventas Representative","2","Soltero","14","4","80","0","0","3","0","0","0"
"40","No","No Viaja","Ventas","28","3","Otro","615","3","Masculino"," Ejecutivo de Ventas","1","Divorciado","15","3","80","20","1","2","0","0","1"
"41","No","No Viaja","Investigación y Desarrollo","2","4","Otro","616","1","Femenino","Representante de Salud","3","Soltero","17","1","80","10","8","3","7","0","7"
"26","No","Rara Vez Viaja","Ventas","29","2","Medicina","618","1","Masculino"," Ejecutivo de Ventas","3","Divorciado","12","1","80","8","0","5","0","0","0"
"35","No","Rara Vez Viaja","Ventas","1","3","Medicina","620","1","Femenino"," Ejecutivo de Ventas","3","Soltero","16","4","80","5","5","3","4","0","3"
"34","No","Rara Vez Viaja","Ventas","21","4","Ciencias de la Vida","621","4","Masculino"," Ejecutivo de Ventas","4","Soltero","12","4","80","10","10","3","7","5","7"
"26","Sí","Rara Vez Viaja","Investigación y Desarrollo","24","3","Técnico","622","3","Masculino","Técnico de laboratorio","4","Soltero","18","2","80","1","1","3","0","0","0"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Técnico","623","2","Femenino"," Director de Manufactura","4","Soltero","17","4","80","12","6","3","5","1","2"
"46","No","Viaja Frecuentemente","Investigación y Desarrollo","18","1","Medicina","624","1","Femenino","Representante de Salud","3","Casado","11","4","80","28","2","3","2","1","2"
"41","No","Rara Vez Viaja","Ventas","2","5","Ciencias de la Vida","625","2","Femenino","Gerente","1","Casado","16","2","80","22","18","2","16","11","8"
"37","No","No Viaja","Ventas","9","4","Medicina","626","1","Masculino"," Ejecutivo de Ventas","2","Divorciado","13","4","80","9","9","6","5","7","7"
"52","No","Rara Vez Viaja","Investigación y Desarrollo","6","2","Técnico","630","4","Masculino"," Investigador Científico","1","Divorciado","12","2","80","18","10","3","9","6","9"
"32","Sí","No Viaja","Ventas","11","4","Otro","631","4","Masculino"," Ejecutivo de Ventas","3","Casado","12","4","80","6","4","2","2","1","2"
"24","No","Viaja Frecuentemente","Ventas","24","3","Medicina","632","4","Masculino","Ventas Representative","4","Casado","13","3","80","3","2","3","2","2","1"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","10","3","Medicina","634","3","Femenino","Representante de Salud","3","Casado","19","3","80","18","1","4","0","0","0"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Ciencias de la Vida","635","2","Femenino"," Director de Manufactura","2","Casado","12","2","80","8","6","2","5","4","3"
"49","No","Rara Vez Viaja","Investigación y Desarrollo","18","4","Ciencias de la Vida","638","4","Masculino","Director de Investigación","3","Divorciado","17","3","80","31","31","5","9","0","9"
"24","No","Rara Vez Viaja","Investigación y Desarrollo","23","3","Medicina","639","2","Masculino"," Investigador Científico","4","Casado","11","2","80","6","6","3","5","1","4"
"26","No","Rara Vez Viaja","Ventas","28","2","Marketing","641","1","Masculino"," Ejecutivo de Ventas","2","Casado","20","4","80","6","5","5","3","1","4"
"24","No","Rara Vez Viaja","Investigación y Desarrollo","17","2","Otro","643","4","Masculino","Técnico de laboratorio","2","Casado","21","4","80","1","1","2","0","0","0"
"50","No","Viaja Frecuentemente","Recursos Humanos","3","3","Medicina","644","1","Masculino","Gerente","2","Casado","11","3","80","32","32","2","5","10","7"
"25","No","Rara Vez Viaja","Ventas","13","1","Medicina","645","2","Masculino","Ventas Representative","3","Casado","11","3","80","7","7","1","4","0","6"
"24","Sí","Viaja Frecuentemente","Investigación y Desarrollo","7","3","Ciencias de la Vida","647","1","Femenino","Técnico de laboratorio","3","Casado","16","4","80","6","6","4","3","1","2"
"30","Sí","Viaja Frecuentemente","Ventas","12","4","Ciencias de la Vida","648","2","Masculino","Ventas Representative","1","Casado","18","3","80","1","1","2","0","0","0"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","1","2","Ciencias de la Vida","649","2","Masculino"," Investigador Científico","4","Casado","13","4","80","6","6","3","5","1","3"
"31","Sí","Rara Vez Viaja","Ventas","13","4","Medicina","650","2","Masculino"," Ejecutivo de Ventas","1","Divorciado","17","3","80","9","3","2","1","1","2"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","25","2","Otro","652","1","Masculino","Técnico de laboratorio","4","Soltero","14","4","80","9","3","3","2","0","2"
"31","No","Rara Vez Viaja","Ventas","6","4","Medicina","653","1","Masculino"," Ejecutivo de Ventas","4","Divorciado","22","4","80","13","7","4","7","5","7"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","6","4","Medicina","655","1","Femenino"," Investigador Científico","3","Divorciado","12","3","80","6","5","5","3","0","3"
"37","No","Rara Vez Viaja","Ventas","2","3","Marketing","656","4","Masculino"," Ejecutivo de Ventas","3","Casado","11","3","80","17","3","3","0","1","0"
"20","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","657","4","Femenino"," Investigador Científico","2","Soltero","13","4","80","1","1","0","0","0","0"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Ciencias de la Vida","659","3","Femenino","Representante de Salud","4","Casado","13","2","80","10","10","4","2","2","2"
"43","No","Rara Vez Viaja","Investigación y Desarrollo","6","4","Otro","661","2","Masculino","Director de Investigación","4","Divorciado","14","3","80","21","1","3","0","0","0"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","1","1","Ciencias de la Vida","662","3","Femenino"," Investigador Científico","1","Soltero","17","4","80","8","0","3","0","0","0"
"43","No","Viaja Frecuentemente","Investigación y Desarrollo","9","5","Medicina","663","4","Masculino","Técnico de laboratorio","3","Divorciado","13","2","80","10","8","3","7","4","7"
"48","No","Rara Vez Viaja","Investigación y Desarrollo","1","4","Ciencias de la Vida","664","4","Femenino","Gerente","1","Casado","11","1","80","21","3","3","2","0","2"
"44","No","Rara Vez Viaja","Recursos Humanos","1","4","Ciencias de la Vida","665","1","Femenino","Recursos Humanos","3","Soltero","11","2","80","10","2","1","2","0","2"
"34","No","Rara Vez Viaja","Ventas","14","3","Técnico","666","3","Femenino","Ventas Representative","3","Divorciado","18","4","80","8","8","3","2","0","6"
"27","Sí","Rara Vez Viaja","Ventas","2","1","Marketing","667","3","Masculino","Ventas Representative","1","Divorciado","11","2","80","5","4","3","3","0","2"
"21","No","Rara Vez Viaja","Ventas","22","1","Técnico","669","3","Masculino","Ventas Representative","3","Soltero","11","3","80","3","3","2","2","1","2"
"44","No","Rara Vez Viaja","Investigación y Desarrollo","3","4","Otro","671","4","Masculino","Gerente","4","Casado","12","1","80","26","2","2","2","0","1"
"22","No","Rara Vez Viaja","Investigación y Desarrollo","6","1","Medicina","675","1","Masculino"," Investigador Científico","3","Casado","20","4","80","3","2","3","2","2","2"
"33","No","Rara Vez Viaja","Ventas","8","4","Marketing","677","3","Masculino"," Ejecutivo de Ventas","3","Divorciado","12","4","80","6","5","3","0","1","2"
"32","No","Rara Vez Viaja","Investigación y Desarrollo","9","4","Ciencias de la Vida","679","1","Femenino"," Investigador Científico","4","Casado","12","4","80","6","6","2","4","0","5"
"30","No","Viaja Frecuentemente","Investigación y Desarrollo","3","3","Medicina","680","3","Femenino"," Investigador Científico","3","Divorciado","20","3","80","1","1","2","0","0","0"
"53","No","Rara Vez Viaja","Ventas","1","1","Medicina","682","4","Femenino"," Ejecutivo de Ventas","1","Soltero","20","4","80","18","14","2","7","8","10"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","1","5","Ciencias de la Vida","683","2","Masculino"," Investigador Científico","4","Casado","12","4","80","10","10","4","9","8","8"
"45","Sí","Viaja Frecuentemente","Ventas","26","4","Ciencias de la Vida","684","1","Femenino"," Ejecutivo de Ventas","1","Casado","14","4","80","5","1","4","1","0","0"
"26","No","Rara Vez Viaja","Investigación y Desarrollo","6","3","Ciencias de la Vida","686","3","Femenino","Técnico de laboratorio","4","Casado","13","3","80","3","3","2","2","0","2"
"37","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Otro","689","3","Masculino"," Director de Manufactura","3","Casado","15","3","80","10","10","2","7","7","8"
"29","No","Rara Vez Viaja","Ventas","3","2","Medicina","690","2","Femenino"," Ejecutivo de Ventas","3","Casado","14","1","80","6","6","5","0","1","2"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","6","4","Ciencias de la Vida","691","2","Masculino"," Investigador Científico","4","Soltero","13","2","80","17","17","3","11","11","8"
"33","No","Viaja Frecuentemente","Investigación y Desarrollo","6","3","Ciencias de la Vida","692","3","Masculino","Representante de Salud","4","Divorciado","23","3","80","15","13","2","11","4","7"
"54","No","Rara Vez Viaja","Recursos Humanos","19","4","Medicina","698","3","Masculino","Recursos Humanos","2","Casado","15","3","80","16","9","1","7","7","1"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","9","2","Medicina","699","2","Masculino"," Director de Manufactura","2","Divorciado","11","3","80","13","3","2","2","0","2"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","3","4","Medicina","700","1","Masculino"," Investigador Científico","4","Soltero","13","4","80","5","4","0","2","1","1"
"20","Sí","Rara Vez Viaja","Investigación y Desarrollo","10","1","Medicina","701","4","Masculino"," Investigador Científico","3","Soltero","11","4","80","1","1","5","0","1","1"
"33","Sí","Viaja Frecuentemente","Investigación y Desarrollo","3","3","Ciencias de la Vida","702","1","Masculino"," Investigador Científico","1","Soltero","11","1","80","10","10","3","8","9","7"
"35","No","No Viaja","Investigación y Desarrollo","3","3","Ciencias de la Vida","704","3","Masculino","Técnico de laboratorio","3","Casado","18","3","80","1","1","3","0","0","0"
